ID операции;Дата;Адрес магазина;Район магазина;Артикул;Название товара;Отдел товара;Количество упаковок, шт.;Операция;Цена руб./шт.
1731;07.06.2021;ул. Металлургов, 12;Первомайский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1732;07.06.2021;ул. Металлургов, 12;Первомайский;60;Грудинка копченая;Мясная гастрономия;35;Продажа;400
1733;07.06.2021;ул. Металлургов, 12;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;180;Поступление;220
1734;07.06.2021;ул. Металлургов, 12;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;29;Продажа;220
1735;07.06.2021;ул. Металлургов, 12;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1736;07.06.2021;ул. Металлургов, 12;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;18;Продажа;170
1737;07.06.2021;ул. Металлургов, 12;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1738;07.06.2021;ул. Металлургов, 12;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;23;Продажа;150
1739;07.06.2021;ул. Металлургов, 12;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;170;Поступление;350
1740;07.06.2021;ул. Металлургов, 12;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;25;Продажа;350
1741;07.06.2021;Колхозная, 11;Заречный;2;Молоко безлактозное;Молоко;180;Поступление;75
1742;07.06.2021;Колхозная, 11;Заречный;2;Молоко безлактозное;Молоко;27;Продажа;75
1743;07.06.2021;Колхозная, 11;Заречный;11;Молоко кокосовое;Молоко;180;Поступление;190
1744;07.06.2021;Колхозная, 11;Заречный;11;Молоко кокосовое;Молоко;10;Продажа;190
1745;07.06.2021;Колхозная, 11;Заречный;12;Молоко овсяное;Молоко;170;Поступление;85
1746;07.06.2021;Колхозная, 11;Заречный;12;Молоко овсяное;Молоко;25;Продажа;85
1747;07.06.2021;Колхозная, 11;Заречный;31;Лапша гречневая;Бакалея;180;Поступление;240
1748;07.06.2021;Колхозная, 11;Заречный;31;Лапша гречневая;Бакалея;5;Продажа;240
1749;07.06.2021;Колхозная, 11;Заречный;32;Фунчоза;Бакалея;180;Поступление;350
1750;07.06.2021;Колхозная, 11;Заречный;32;Фунчоза;Бакалея;4;Продажа;350
1751;07.06.2021;Колхозная, 11;Заречный;36;Чечевица красная;Бакалея;180;Поступление;120
1752;07.06.2021;Колхозная, 11;Заречный;36;Чечевица красная;Бакалея;12;Продажа;120
1753;07.06.2021;Колхозная, 11;Заречный;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1754;07.06.2021;Колхозная, 11;Заречный;49;Колбаса вареная докторская;Мясная гастрономия;42;Продажа;200
1755;07.06.2021;Колхозная, 11;Заречный;50;Колбаса вареная любительская;Мясная гастрономия;170;Поступление;195
1756;07.06.2021;Колхозная, 11;Заречный;50;Колбаса вареная любительская;Мясная гастрономия;41;Продажа;195
1757;07.06.2021;Колхозная, 11;Заречный;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1758;07.06.2021;Колхозная, 11;Заречный;51;Сервелат варенокопченый;Мясная гастрономия;34;Продажа;350
1759;07.06.2021;Колхозная, 11;Заречный;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1760;07.06.2021;Колхозная, 11;Заречный;52;Колбаса краковская;Мясная гастрономия;63;Продажа;180
1761;07.06.2021;Колхозная, 11;Заречный;53;Сосиски молочные;Мясная гастрономия;170;Поступление;190
1762;07.06.2021;Колхозная, 11;Заречный;53;Сосиски молочные;Мясная гастрономия;62;Продажа;190
1763;07.06.2021;Колхозная, 11;Заречный;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1764;07.06.2021;Колхозная, 11;Заречный;54;Сосиски венские;Мясная гастрономия;31;Продажа;230
1765;07.06.2021;Колхозная, 11;Заречный;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1766;07.06.2021;Колхозная, 11;Заречный;55;Сосиски куриные;Мясная гастрономия;74;Продажа;160
1767;07.06.2021;Колхозная, 11;Заречный;56;Сардельки;Мясная гастрономия;180;Поступление;180
1768;07.06.2021;Колхозная, 11;Заречный;56;Сардельки;Мясная гастрономия;45;Продажа;180
1769;07.06.2021;Колхозная, 11;Заречный;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1770;07.06.2021;Колхозная, 11;Заречный;57;Колбаса сырокопченая салями;Мясная гастрономия;35;Продажа;400
1771;07.06.2021;Колхозная, 11;Заречный;58;Бекон варенокопченый;Мясная гастрономия;170;Поступление;470
1772;07.06.2021;Колхозная, 11;Заречный;58;Бекон варенокопченый;Мясная гастрономия;26;Продажа;470
1773;07.06.2021;Колхозная, 11;Заречный;59;Бекон сырокопченый;Мясная гастрономия;180;Поступление;500
1774;07.06.2021;Колхозная, 11;Заречный;59;Бекон сырокопченый;Мясная гастрономия;21;Продажа;500
1775;07.06.2021;Колхозная, 11;Заречный;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1776;07.06.2021;Колхозная, 11;Заречный;60;Грудинка копченая;Мясная гастрономия;25;Продажа;400
1777;07.06.2021;Колхозная, 11;Заречный;61;Ветчина в оболочке;Мясная гастрономия;170;Поступление;220
1778;07.06.2021;Колхозная, 11;Заречный;61;Ветчина в оболочке;Мясная гастрономия;33;Продажа;220
1779;07.06.2021;Колхозная, 11;Заречный;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1780;07.06.2021;Колхозная, 11;Заречный;62;Паштет фермерский с грибами;Мясная гастрономия;25;Продажа;170
1781;07.06.2021;Колхозная, 11;Заречный;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1782;07.06.2021;Колхозная, 11;Заречный;63;Паштет из куриной печени;Мясная гастрономия;33;Продажа;150
1783;07.06.2021;Колхозная, 11;Заречный;64;Колбаса ливерная ;Мясная гастрономия;180;Поступление;350
1784;07.06.2021;Колхозная, 11;Заречный;64;Колбаса ливерная ;Мясная гастрономия;16;Продажа;350
1785;07.06.2021;Заводская, 22;Первомайский;2;Молоко безлактозное;Молоко;180;Поступление;75
1786;07.06.2021;Заводская, 22;Первомайский;2;Молоко безлактозное;Молоко;56;Продажа;75
1787;07.06.2021;Заводская, 22;Первомайский;11;Молоко кокосовое;Молоко;170;Поступление;190
1788;07.06.2021;Заводская, 22;Первомайский;11;Молоко кокосовое;Молоко;65;Продажа;190
1789;07.06.2021;Заводская, 22;Первомайский;12;Молоко овсяное;Молоко;180;Поступление;85
1790;07.06.2021;Заводская, 22;Первомайский;12;Молоко овсяное;Молоко;75;Продажа;85
1791;07.06.2021;Заводская, 22;Первомайский;31;Лапша гречневая;Бакалея;180;Поступление;240
1792;07.06.2021;Заводская, 22;Первомайский;31;Лапша гречневая;Бакалея;12;Продажа;240
1793;07.06.2021;Заводская, 22;Первомайский;32;Фунчоза;Бакалея;170;Поступление;350
1794;07.06.2021;Заводская, 22;Первомайский;32;Фунчоза;Бакалея;11;Продажа;350
1795;07.06.2021;Заводская, 22;Первомайский;36;Чечевица красная;Бакалея;180;Поступление;120
1796;07.06.2021;Заводская, 22;Первомайский;36;Чечевица красная;Бакалея;18;Продажа;120
1797;07.06.2021;Заводская, 22;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1798;07.06.2021;Заводская, 22;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;55;Продажа;200
1799;07.06.2021;Заводская, 22;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;180;Поступление;195
1800;07.06.2021;Заводская, 22;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;52;Продажа;195
1801;07.06.2021;Заводская, 22;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1802;07.06.2021;Заводская, 22;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;43;Продажа;350
1803;07.06.2021;Заводская, 22;Первомайский;52;Колбаса краковская;Мясная гастрономия;170;Поступление;180
1804;07.06.2021;Заводская, 22;Первомайский;52;Колбаса краковская;Мясная гастрономия;61;Продажа;180
1805;07.06.2021;Заводская, 22;Первомайский;53;Сосиски молочные;Мясная гастрономия;180;Поступление;190
1806;07.06.2021;Заводская, 22;Первомайский;53;Сосиски молочные;Мясная гастрономия;67;Продажа;190
1807;07.06.2021;Заводская, 22;Первомайский;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1808;07.06.2021;Заводская, 22;Первомайский;54;Сосиски венские;Мясная гастрономия;34;Продажа;230
1809;07.06.2021;Заводская, 22;Первомайский;55;Сосиски куриные;Мясная гастрономия;170;Поступление;160
1810;07.06.2021;Заводская, 22;Первомайский;55;Сосиски куриные;Мясная гастрономия;72;Продажа;160
1811;07.06.2021;Заводская, 22;Первомайский;56;Сардельки;Мясная гастрономия;180;Поступление;180
1812;07.06.2021;Заводская, 22;Первомайский;56;Сардельки;Мясная гастрономия;48;Продажа;180
1813;07.06.2021;Заводская, 22;Первомайский;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1814;07.06.2021;Заводская, 22;Первомайский;57;Колбаса сырокопченая салями;Мясная гастрономия;24;Продажа;400
1815;07.06.2021;Заводская, 22;Первомайский;58;Бекон варенокопченый;Мясная гастрономия;180;Поступление;470
1816;07.06.2021;Заводская, 22;Первомайский;58;Бекон варенокопченый;Мясная гастрономия;31;Продажа;470
1817;07.06.2021;Заводская, 22;Первомайский;59;Бекон сырокопченый;Мясная гастрономия;180;Поступление;500
1818;07.06.2021;Заводская, 22;Первомайский;59;Бекон сырокопченый;Мясная гастрономия;32;Продажа;500
1819;07.06.2021;Заводская, 22;Первомайский;60;Грудинка копченая;Мясная гастрономия;170;Поступление;400
1820;07.06.2021;Заводская, 22;Первомайский;60;Грудинка копченая;Мясная гастрономия;43;Продажа;400
1821;07.06.2021;Заводская, 22;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;180;Поступление;220
1822;07.06.2021;Заводская, 22;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;31;Продажа;220
1823;07.06.2021;Заводская, 22;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1824;07.06.2021;Заводская, 22;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;22;Продажа;170
1825;07.06.2021;Заводская, 22;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;170;Поступление;150
1826;07.06.2021;Заводская, 22;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;37;Продажа;150
1827;07.06.2021;Заводская, 22;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;180;Поступление;350
1828;07.06.2021;Заводская, 22;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;26;Продажа;350
1829;07.06.2021;ул. Гагарина, 17;Октябрьский;2;Молоко безлактозное;Молоко;180;Поступление;75
1830;07.06.2021;ул. Гагарина, 17;Октябрьский;2;Молоко безлактозное;Молоко;97;Продажа;75
1831;07.06.2021;ул. Гагарина, 17;Октябрьский;11;Молоко кокосовое;Молоко;180;Поступление;190
1832;07.06.2021;ул. Гагарина, 17;Октябрьский;11;Молоко кокосовое;Молоко;104;Продажа;190
1833;07.06.2021;ул. Гагарина, 17;Октябрьский;12;Молоко овсяное;Молоко;180;Поступление;85
1834;07.06.2021;ул. Гагарина, 17;Октябрьский;12;Молоко овсяное;Молоко;121;Продажа;85
1835;07.06.2021;ул. Гагарина, 17;Октябрьский;31;Лапша гречневая;Бакалея;170;Поступление;240
1836;07.06.2021;ул. Гагарина, 17;Октябрьский;31;Лапша гречневая;Бакалея;19;Продажа;240
1837;07.06.2021;ул. Гагарина, 17;Октябрьский;32;Фунчоза;Бакалея;180;Поступление;350
1838;07.06.2021;ул. Гагарина, 17;Октябрьский;32;Фунчоза;Бакалея;21;Продажа;350
1839;07.06.2021;ул. Гагарина, 17;Октябрьский;36;Чечевица красная;Бакалея;180;Поступление;120
1840;07.06.2021;ул. Гагарина, 17;Октябрьский;36;Чечевица красная;Бакалея;28;Продажа;120
1841;07.06.2021;ул. Гагарина, 17;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;170;Поступление;200
1842;07.06.2021;ул. Гагарина, 17;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;57;Продажа;200
1843;07.06.2021;ул. Гагарина, 17;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;180;Поступление;195
1844;07.06.2021;ул. Гагарина, 17;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;55;Продажа;195
1845;07.06.2021;ул. Гагарина, 17;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1846;07.06.2021;ул. Гагарина, 17;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;53;Продажа;350
1847;07.06.2021;ул. Гагарина, 17;Октябрьский;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1848;07.06.2021;ул. Гагарина, 17;Октябрьский;52;Колбаса краковская;Мясная гастрономия;64;Продажа;180
1849;07.06.2021;ул. Гагарина, 17;Октябрьский;53;Сосиски молочные;Мясная гастрономия;180;Поступление;190
1850;07.06.2021;ул. Гагарина, 17;Октябрьский;53;Сосиски молочные;Мясная гастрономия;62;Продажа;190
1851;07.06.2021;ул. Гагарина, 17;Октябрьский;54;Сосиски венские;Мясная гастрономия;170;Поступление;230
1852;07.06.2021;ул. Гагарина, 17;Октябрьский;54;Сосиски венские;Мясная гастрономия;37;Продажа;230
1853;07.06.2021;ул. Гагарина, 17;Октябрьский;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1854;07.06.2021;ул. Гагарина, 17;Октябрьский;55;Сосиски куриные;Мясная гастрономия;74;Продажа;160
1855;07.06.2021;ул. Гагарина, 17;Октябрьский;56;Сардельки;Мясная гастрономия;180;Поступление;180
1856;07.06.2021;ул. Гагарина, 17;Октябрьский;56;Сардельки;Мясная гастрономия;42;Продажа;180
1857;07.06.2021;ул. Гагарина, 17;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;170;Поступление;400
1858;07.06.2021;ул. Гагарина, 17;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;33;Продажа;400
1859;07.06.2021;ул. Гагарина, 17;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;180;Поступление;470
1860;07.06.2021;ул. Гагарина, 17;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;44;Продажа;470
1861;07.06.2021;ул. Гагарина, 17;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;180;Поступление;500
1862;07.06.2021;ул. Гагарина, 17;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;49;Продажа;500
1863;07.06.2021;ул. Гагарина, 17;Октябрьский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1864;07.06.2021;ул. Гагарина, 17;Октябрьский;60;Грудинка копченая;Мясная гастрономия;41;Продажа;400
1865;07.06.2021;ул. Гагарина, 17;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;180;Поступление;220
1866;07.06.2021;ул. Гагарина, 17;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;37;Продажа;220
1867;07.06.2021;ул. Гагарина, 17;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;170;Поступление;170
1868;07.06.2021;ул. Гагарина, 17;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;25;Продажа;170
1869;07.06.2021;ул. Гагарина, 17;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1870;07.06.2021;ул. Гагарина, 17;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;34;Продажа;150
1871;07.06.2021;ул. Гагарина, 17;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;180;Поступление;350
1872;07.06.2021;ул. Гагарина, 17;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;21;Продажа;350
1873;07.06.2021;просп. Мира, 10;Октябрьский;2;Молоко безлактозное;Молоко;170;Поступление;75
1874;07.06.2021;просп. Мира, 10;Октябрьский;2;Молоко безлактозное;Молоко;97;Продажа;75
1875;07.06.2021;просп. Мира, 10;Октябрьский;11;Молоко кокосовое;Молоко;180;Поступление;190
1876;07.06.2021;просп. Мира, 10;Октябрьский;11;Молоко кокосовое;Молоко;104;Продажа;190
1877;07.06.2021;просп. Мира, 10;Октябрьский;12;Молоко овсяное;Молоко;180;Поступление;85
1878;07.06.2021;просп. Мира, 10;Октябрьский;12;Молоко овсяное;Молоко;112;Продажа;85
1879;07.06.2021;просп. Мира, 10;Октябрьский;31;Лапша гречневая;Бакалея;180;Поступление;240
1880;07.06.2021;просп. Мира, 10;Октябрьский;31;Лапша гречневая;Бакалея;14;Продажа;240
1881;07.06.2021;просп. Мира, 10;Октябрьский;32;Фунчоза;Бакалея;180;Поступление;350
1882;07.06.2021;просп. Мира, 10;Октябрьский;32;Фунчоза;Бакалея;19;Продажа;350
1883;07.06.2021;просп. Мира, 10;Октябрьский;36;Чечевица красная;Бакалея;170;Поступление;120
1884;07.06.2021;просп. Мира, 10;Октябрьский;36;Чечевица красная;Бакалея;14;Продажа;120
1885;07.06.2021;просп. Мира, 10;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1886;07.06.2021;просп. Мира, 10;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;50;Продажа;200
1887;07.06.2021;просп. Мира, 10;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;180;Поступление;195
1888;07.06.2021;просп. Мира, 10;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;50;Продажа;195
1889;07.06.2021;просп. Мира, 10;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;170;Поступление;350
1890;07.06.2021;просп. Мира, 10;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;50;Продажа;350
1891;07.06.2021;просп. Мира, 10;Октябрьский;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1892;07.06.2021;просп. Мира, 10;Октябрьский;52;Колбаса краковская;Мясная гастрономия;60;Продажа;180
1893;07.06.2021;просп. Мира, 10;Октябрьский;53;Сосиски молочные;Мясная гастрономия;180;Поступление;190
1894;07.06.2021;просп. Мира, 10;Октябрьский;53;Сосиски молочные;Мясная гастрономия;60;Продажа;190
1895;07.06.2021;просп. Мира, 10;Октябрьский;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1896;07.06.2021;просп. Мира, 10;Октябрьский;54;Сосиски венские;Мясная гастрономия;30;Продажа;230
1897;07.06.2021;просп. Мира, 10;Октябрьский;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1898;07.06.2021;просп. Мира, 10;Октябрьский;55;Сосиски куриные;Мясная гастрономия;70;Продажа;160
1899;07.06.2021;просп. Мира, 10;Октябрьский;56;Сардельки;Мясная гастрономия;170;Поступление;180
1900;07.06.2021;просп. Мира, 10;Октябрьский;56;Сардельки;Мясная гастрономия;40;Продажа;180
1901;07.06.2021;просп. Мира, 10;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1902;07.06.2021;просп. Мира, 10;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;30;Продажа;400
1903;07.06.2021;просп. Мира, 10;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;180;Поступление;470
1904;07.06.2021;просп. Мира, 10;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;40;Продажа;470
1905;07.06.2021;просп. Мира, 10;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;170;Поступление;500
1906;07.06.2021;просп. Мира, 10;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;40;Продажа;500
1907;07.06.2021;просп. Мира, 10;Октябрьский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1908;07.06.2021;просп. Мира, 10;Октябрьский;60;Грудинка копченая;Мясная гастрономия;40;Продажа;400
1909;07.06.2021;просп. Мира, 10;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;180;Поступление;220
1910;07.06.2021;просп. Мира, 10;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;30;Продажа;220
1911;07.06.2021;просп. Мира, 10;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1912;07.06.2021;просп. Мира, 10;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;40;Продажа;170
1913;07.06.2021;просп. Мира, 10;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1914;07.06.2021;просп. Мира, 10;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;30;Продажа;150
1915;07.06.2021;просп. Мира, 10;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;170;Поступление;350
1916;07.06.2021;просп. Мира, 10;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;20;Продажа;350
1917;07.06.2021;Заводская, 3;Первомайский;2;Молоко безлактозное;Молоко;180;Поступление;75
1918;07.06.2021;Заводская, 3;Первомайский;2;Молоко безлактозное;Молоко;75;Продажа;75
1919;07.06.2021;Заводская, 3;Первомайский;11;Молоко кокосовое;Молоко;180;Поступление;190
1920;07.06.2021;Заводская, 3;Первомайский;11;Молоко кокосовое;Молоко;54;Продажа;190
1921;07.06.2021;Заводская, 3;Первомайский;12;Молоко овсяное;Молоко;170;Поступление;85
1922;07.06.2021;Заводская, 3;Первомайский;12;Молоко овсяное;Молоко;63;Продажа;85
1923;07.06.2021;Заводская, 3;Первомайский;31;Лапша гречневая;Бакалея;180;Поступление;240
1924;07.06.2021;Заводская, 3;Первомайский;31;Лапша гречневая;Бакалея;3;Продажа;240
1925;07.06.2021;Заводская, 3;Первомайский;32;Фунчоза;Бакалея;180;Поступление;350
1926;07.06.2021;Заводская, 3;Первомайский;32;Фунчоза;Бакалея;5;Продажа;350
1927;07.06.2021;Заводская, 3;Первомайский;36;Чечевица красная;Бакалея;180;Поступление;120
1928;07.06.2021;Заводская, 3;Первомайский;36;Чечевица красная;Бакалея;10;Продажа;120
1929;07.06.2021;Заводская, 3;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1930;07.06.2021;Заводская, 3;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;48;Продажа;200
1931;07.06.2021;Заводская, 3;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;170;Поступление;195
1932;07.06.2021;Заводская, 3;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;47;Продажа;195
1933;07.06.2021;Заводская, 3;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1934;07.06.2021;Заводская, 3;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;39;Продажа;350
1935;07.06.2021;Заводская, 3;Первомайский;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1936;07.06.2021;Заводская, 3;Первомайский;52;Колбаса краковская;Мясная гастрономия;57;Продажа;180
1937;07.06.2021;Заводская, 3;Первомайский;53;Сосиски молочные;Мясная гастрономия;170;Поступление;190
1938;07.06.2021;Заводская, 3;Первомайский;53;Сосиски молочные;Мясная гастрономия;55;Продажа;190
1939;07.06.2021;Заводская, 3;Первомайский;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1940;07.06.2021;Заводская, 3;Первомайский;54;Сосиски венские;Мясная гастрономия;28;Продажа;230
1941;07.06.2021;Заводская, 3;Первомайский;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1942;07.06.2021;Заводская, 3;Первомайский;55;Сосиски куриные;Мясная гастрономия;64;Продажа;160
1943;07.06.2021;Заводская, 3;Первомайский;56;Сардельки;Мясная гастрономия;180;Поступление;180
1944;07.06.2021;Заводская, 3;Первомайский;56;Сардельки;Мясная гастрономия;37;Продажа;180
1945;07.06.2021;Заводская, 3;Первомайский;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1946;07.06.2021;Заводская, 3;Первомайский;57;Колбаса сырокопченая салями;Мясная гастрономия;18;Продажа;400
1947;07.06.2021;Заводская, 3;Первомайский;58;Бекон варенокопченый;Мясная гастрономия;170;Поступление;470
1948;07.06.2021;Заводская, 3;Первомайский;58;Бекон варенокопченый;Мясная гастрономия;29;Продажа;470
1949;07.06.2021;Заводская, 3;Первомайский;59;Бекон сырокопченый;Мясная гастрономия;180;Поступление;500
1950;07.06.2021;Заводская, 3;Первомайский;59;Бекон сырокопченый;Мясная гастрономия;27;Продажа;500
1951;07.06.2021;Заводская, 3;Первомайский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1952;07.06.2021;Заводская, 3;Первомайский;60;Грудинка копченая;Мясная гастрономия;35;Продажа;400
1953;07.06.2021;Заводская, 3;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;170;Поступление;220
1954;07.06.2021;Заводская, 3;Первомайский;61;Ветчина в оболочке;Мясная гастрономия;29;Продажа;220
1955;07.06.2021;Заводская, 3;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1956;07.06.2021;Заводская, 3;Первомайский;62;Паштет фермерский с грибами;Мясная гастрономия;18;Продажа;170
1957;07.06.2021;Заводская, 3;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1958;07.06.2021;Заводская, 3;Первомайский;63;Паштет из куриной печени;Мясная гастрономия;23;Продажа;150
1959;07.06.2021;Заводская, 3;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;180;Поступление;350
1960;07.06.2021;Заводская, 3;Первомайский;64;Колбаса ливерная ;Мясная гастрономия;25;Продажа;350
1961;07.06.2021;ул. Сталеваров, 14;Первомайский;2;Молоко безлактозное;Молоко;180;Поступление;75
1962;07.06.2021;ул. Сталеваров, 14;Первомайский;2;Молоко безлактозное;Молоко;65;Продажа;75
1963;07.06.2021;ул. Сталеваров, 14;Первомайский;11;Молоко кокосовое;Молоко;170;Поступление;190
1964;07.06.2021;ул. Сталеваров, 14;Первомайский;11;Молоко кокосовое;Молоко;56;Продажа;190
1965;07.06.2021;ул. Сталеваров, 14;Первомайский;12;Молоко овсяное;Молоко;180;Поступление;85
1966;07.06.2021;ул. Сталеваров, 14;Первомайский;12;Молоко овсяное;Молоко;71;Продажа;85
1967;07.06.2021;ул. Сталеваров, 14;Первомайский;31;Лапша гречневая;Бакалея;180;Поступление;240
1968;07.06.2021;ул. Сталеваров, 14;Первомайский;31;Лапша гречневая;Бакалея;14;Продажа;240
1969;07.06.2021;ул. Сталеваров, 14;Первомайский;32;Фунчоза;Бакалея;170;Поступление;350
1970;07.06.2021;ул. Сталеваров, 14;Первомайский;32;Фунчоза;Бакалея;8;Продажа;350
1971;07.06.2021;ул. Сталеваров, 14;Первомайский;36;Чечевица красная;Бакалея;180;Поступление;120
1972;07.06.2021;ул. Сталеваров, 14;Первомайский;36;Чечевица красная;Бакалея;12;Продажа;120
1973;07.06.2021;ул. Сталеваров, 14;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1974;07.06.2021;ул. Сталеваров, 14;Первомайский;49;Колбаса вареная докторская;Мясная гастрономия;55;Продажа;200
1975;07.06.2021;ул. Сталеваров, 14;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;180;Поступление;195
1976;07.06.2021;ул. Сталеваров, 14;Первомайский;50;Колбаса вареная любительская;Мясная гастрономия;52;Продажа;195
1977;07.06.2021;ул. Сталеваров, 14;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1978;07.06.2021;ул. Сталеваров, 14;Первомайский;51;Сервелат варенокопченый;Мясная гастрономия;43;Продажа;350
1979;07.06.2021;ул. Сталеваров, 14;Первомайский;52;Колбаса краковская;Мясная гастрономия;170;Поступление;180
1980;07.06.2021;ул. Сталеваров, 14;Первомайский;52;Колбаса краковская;Мясная гастрономия;61;Продажа;180
